 O XOXXXO,0.9999999999999998,0.0,-0.9654572000436354,0.0,0.0,0.0,0.0,0.0,0.0
  X    OX,0.05776531879215685,0.1488183400070735,0.0,0.00988034543447125,0.08253150376765273,0.09895343060217347,0.09443756939429149,0.0,0.0
 OXX  XOO,-0.9085960389984256,0.0,0.0,0.0,-0.72105724792,0.8396020223999999,0.0,0.0,0.0
O   X    ,0.0,0.573268288532741,0.6514324801032486,0.2367722304982044,0.0,0.30684418189547336,0.360222910756643,0.5337098099708844,0.7816186642120131
XXO O   X,0.0,0.0,0.0,0.8099999946239719,0.0,0.8099973882565975,0.9999999999999998,0.8090100579693339,0.0
OO XX X  ,0.0,0.0,0.9999999999999998,0.0,0.0,0.5429526987815015,0.0,0.6653302134775803,0.48379491234951283
  OXOXXXO,0.9999999999999998,-0.9811807349914508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O  XOOX X,0.0,0.17999873705244313,-0.06627822531801586,0.0,0.0,0.0,0.0,-0.8192450966521599,0.0
 X XXOO O,0.8999999999999998,0.0,0.6578611799821518,0.0,0.0,0.0,0.0,-0.909724482961408,0.0
O OXX X  ,0.0,0.9999999999999998,0.0,0.0,0.0,0.8099999843767905,0.0,0.7766598484086724,0.8099999923207266
 XOXOOXX ,-0.974184821661798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998
 OXOXXO  ,0.1568235772603065,0.0,0.0,0.0,0.0,0.0,0.0,0.899962610493358,-0.9385212373823492
 XOXXO OX,0.19999997429425886,0.0,0.0,0.0,0.0,0.0,-0.837320586986944,0.0,0.0
X     O X,0.0,0.21601092288225576,0.2916395157418793,0.3747497754021961,0.86447837202487,0.07840678572115953,0.0,0.01263277814793104,0.0
XXOOX XOO,0.0,0.0,0.0,0.0,0.0,0.038000000000000006,0.0,0.0,0.0
XOXXO O X,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.9999999999999998,0.0
X     O  ,0.0,0.6227353160193094,0.3625379600958702,0.3314763752089112,0.4519362329333834,0.4631836525057667,0.0,0.740375395907825,0.5699426570343952
OXOX X XO,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,-0.9976251403844669,0.0,0.0
XX OXO O ,0.0,0.0,-0.7991612185024001,0.0,0.0,0.0,-0.7944904894611456,0.0,-0.823680630784
X  OXX OO,0.0,0.899993727915413,0.4979462027335092,0.0,0.0,0.0,0.15892251482784106,0.0,0.0
   O X   ,0.3702796446019412,0.41778091182894017,0.4293356785883363,0.0,0.43907223338266416,0.0,0.4447853498532741,0.7161597264665781,0.45076967422661335
 X XXOO  ,-0.09193006471931632,0.0,0.6977239255336507,0.0,0.0,0.0,0.0,0.6407708640975964,0.5362265853978888
OXX    OX,0.0,0.0,0.0,0.5349551603117894,0.09616716970191311,0.13555177903666668,0.6791905552686186,0.0,0.0
  XXOOOXX,0.19999999999999996,0.18313339845880638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 OX XX O ,-0.610209474228,0.0,0.0,-0.640047060188928,0.0,0.0,0.21710785881600003,0.0,0.7917309236456298
O   X   X,0.0,0.76699894850801,0.8056763481758616,0.8747721017451584,0.0,0.6996775741924431,0.7329251710139817,0.6884876139224705,0.0
OOXX OX  ,0.0,0.0,0.0,0.0,-0.911370618803475,0.0,0.0,-0.899538586221491,-0.8996038303314491
XX  OXOOX,0.0,0.0,0.9999999999999998,-0.9969384930150721,0.0,0.0,0.0,0.0,0.0
OX  OX X ,0.0,0.0,0.8099999632945918,0.8099999658628688,0.0,0.0,0.8099999999271744,0.0,0.9999999999999998
  XXOX  O,0.9999999999999998,0.8099999952491513,0.0,0.0,0.0,0.0,0.8099999904365437,0.809999999988992,0.0
